season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
2021,15-02-22,1818,UEFA Champions League,Paris Saint-Germain,Real Madrid,85.29,85.89,0.4314,0.3314,0.2372,1.62,1.39,73.8,84.8,1,0,2.02,0.17,1.93,0.38,1.05,0
2021,19-02-22,1869,Spanish Primera Division,Real Madrid,Alavés,85.16,59.08,0.7612,0.0755,0.1633,2.4,0.61,66,51.3,3,0,2.9,0.69,2.6,0.29,2.38,0
2021,26-02-22,1869,Spanish Primera Division,Rayo Vallecano,Real Madrid,67.46,85.6,0.1862,0.5794,0.2344,0.97,1.9,2.4,46.3,0,1,1.36,1.85,1.68,2.3,0,1.05
2021,05-03-22,1869,Spanish Primera Division,Real Madrid,Real Sociedad,85.48,74.47,0.5922,0.1685,0.2393,1.82,0.85,50.2,54.9,4,1,2.02,0.76,2.43,0.17,3.83,1.05
2021,09-03-22,1818,UEFA Champions League,Real Madrid,Paris Saint-Germain,86.2,84.21,0.4731,0.2933,0.2336,1.71,1.3,100,100,3,1,2.12,1.93,2.4,1.12,3.15,1.05
2021,14-03-22,1869,Spanish Primera Division,Mallorca,Real Madrid,61.26,86.62,0.1658,0.6269,0.2073,1.04,2.2,38.9,31.3,0,3,1.38,1.85,1.53,1.59,0,2.68
2021,20-03-22,1869,Spanish Primera Division,Real Madrid,Barcelona,86.63,84.77,0.4695,0.291,0.2396,1.85,1.42,29.5,32.5,0,4,0.72,3.9,1.07,2.38,0,4.2
2021,02-04-22,1869,Spanish Primera Division,Celta Vigo,Real Madrid,74.03,84.4,0.2544,0.4936,0.252,1.17,1.72,0.1,47.9,1,2,1.3,2.97,2.18,0.92,1.05,2.1
2021,06-04-22,1818,UEFA Champions League,Chelsea,Real Madrid,86.49,84.22,0.4683,0.2836,0.2481,1.55,1.15,100,100,1,3,1.62,0.95,1.52,0.5,1.05,3.15
2021,09-04-22,1869,Spanish Primera Division,Real Madrid,Getafe,84.55,69.45,0.6772,0.1084,0.2144,1.95,0.62,38.7,7.6,2,0,1.47,0.5,1.86,0.12,2.1,0
2021,12-04-22,1818,UEFA Champions League,Real Madrid,Chelsea,84.96,88.06,0.3976,0.3505,0.2519,1.42,1.32,100,100,2,3,1.21,2.84,1.29,2.86,2.1,3.15
2021,17-04-22,1869,Spanish Primera Division,Sevilla FC,Real Madrid,73.54,84.21,0.3087,0.4187,0.2727,1.21,1.46,64.2,25.8,2,3,1.19,1.59,0.82,2.76,2.1,3.15
2021,20-04-22,1869,Spanish Primera Division,Osasuna,Real Madrid,69.39,84.68,0.2354,0.519,0.2456,1.14,1.8,0,2.5,1,3,0.98,4.97,1.37,2.84,1.05,2.63
2021,26-04-22,1818,UEFA Champions League,Manchester City,Real Madrid,93.35,85.58,0.6058,0.1815,0.2127,1.94,0.96,100,100,4,3,3.31,1.62,1.74,0.98,4.2,3.15
2021,30-04-22,1869,Spanish Primera Division,Real Madrid,Espanyol,85.56,62.94,0.5715,0.21,0.2185,2.13,1.23,0.1,0,4,0,2.26,1.89,2.02,1.84,3.93,0
2021,04-05-22,1818,UEFA Champions League,Real Madrid,Manchester City,85.82,93.69,0.2964,0.4737,0.23,1.34,1.75,100,100,3,1,2.6,1.73,2.4,1.84,3.15,1.05
2021,08-05-22,1869,Spanish Primera Division,Atletico Madrid,Real Madrid,78.51,86.52,0.3359,0.4144,0.2497,1.48,1.66,38,0,1,0,2.41,1.17,2.05,0.69,1.05,0
2021,12-05-22,1869,Spanish Primera Division,Real Madrid,Levante,85.65,64.81,0.699,0.1333,0.1677,2.74,1.15,0,26.8,6,0,3.85,0.78,3.82,1.06,5.98,0
2021,15-05-22,1869,Spanish Primera Division,Cadiz,Real Madrid,63.19,86.83,0.218,0.5621,0.2199,1.26,2.12,92.9,0,1,1,2.58,2.11,3.5,1.72,1.05,1.05
2021,20-05-22,1869,Spanish Primera Division,Real Madrid,Real Betis,85.5,73.31,0.5038,0.2658,0.2304,1.99,1.4,0,0,0,0,2.08,1.49,1.8,0.97,0,0
2021,28-05-22,1818,UEFA Champions League,Liverpool,Real Madrid,93.11,85.65,0.655,0.345,0,1.93,1.29,100,100,0,1,2.12,0.74,2.8,0.51,0,1.05
2022,14-08-22,1869,Spanish Primera Division,Almeria,Real Madrid,60.41,86.19,0.143,0.6651,0.1918,1.02,2.39,30.6,68.8,1,2,0.74,3.15,0.61,2.55,1.05,2.1
2022,20-08-22,1869,Spanish Primera Division,Celta Vigo,Real Madrid,68.19,86.5,0.1894,0.5899,0.2207,1.11,2.1,29.9,74.2,1,4,1.35,3.56,1.52,0.69,1.05,4.2
2022,28-08-22,1869,Spanish Primera Division,Espanyol,Real Madrid,59.5,86.66,0.1316,0.682,0.1864,0.97,2.42,34.1,71.8,1,3,1.71,2,1.25,1.92,1.05,2.52
2022,03-09-22,1869,Spanish Primera Division,Real Madrid,Real Betis,86.17,71.87,0.6689,0.1359,0.1952,2.31,0.94,68.5,52.7,2,1,2.95,0.33,3.02,0.68,2.1,1.05
2022,06-09-22,1818,UEFA Champions League,Celtic,Real Madrid,76.53,86.58,0.3355,0.4276,0.237,1.41,1.62,73.2,56.9,0,3,1.05,2.74,1.95,1.71,0,2.99
2022,11-09-22,1869,Spanish Primera Division,Real Madrid,Mallorca,87.29,58.25,0.8355,0.0472,0.1173,2.9,0.57,81.5,30,4,1,2.22,0.99,2.79,0.32,3.19,1.05
2022,14-09-22,1818,UEFA Champions League,Real Madrid,RB Leipzig,87.01,78.03,0.5627,0.2251,0.2122,2,1.19,32,70.9,2,0,1.54,0.92,1.25,1.16,1.58,0
2022,18-09-22,1869,Spanish Primera Division,Atletico Madrid,Real Madrid,79.14,87.09,0.3106,0.4455,0.2439,1.47,1.8,61,78.1,1,2,1.06,1.26,1.11,0.2,1.05,2.1
2022,02-10-22,1869,Spanish Primera Division,Real Madrid,Osasuna,87.07,68.09,0.7441,0.0868,0.1691,2.42,0.7,79.3,33.6,1,1,2.69,0.53,2.64,0.95,1.05,1.05
2022,05-10-22,1818,UEFA Champions League,Real Madrid,Shakhtar Donetsk,86.8,60.76,0.7256,0.1032,0.1711,2.26,0.72,20.1,79,2,1,3.47,0.63,4.65,0.52,2.1,1.05
2022,08-10-22,1869,Spanish Primera Division,Getafe,Real Madrid,61.56,87.38,0.1315,0.6753,0.1932,0.92,2.31,27.7,70.9,0,1,0.34,1.55,0.52,1.49,0,1.05
2022,11-10-22,1818,UEFA Champions League,Shakhtar Donetsk,Real Madrid,59.98,87.62,0.186,0.604,0.21,1,1.98,67.4,7.2,1,1,0.81,1.11,0.81,2.57,1.05,1.05
2022,16-10-22,1869,Spanish Primera Division,Real Madrid,Barcelona,87.48,87.14,0.4588,0.3042,0.237,1.9,1.52,100,100,3,1,1.45,2.13,0.91,1.64,2.63,1.05
2022,19-10-22,1869,Spanish Primera Division,Elche,Real Madrid,51.9,87.29,0.0897,0.7563,0.1539,0.84,2.7,40.7,78,0,3,1.11,1.45,1.1,1.75,0,2.54
2022,22-10-22,1869,Spanish Primera Division,Real Madrid,Sevilla FC,87.11,67.08,0.7606,0.078,0.1614,2.47,0.66,74.3,14.7,3,1,1.87,0.51,0.98,0.4,2.87,1.05
2022,25-10-22,1818,UEFA Champions League,RB Leipzig,Real Madrid,77.35,86.85,0.3579,0.4122,0.2299,1.54,1.67,53.3,10.2,3,2,1.76,1.84,1.37,1.25,2.88,2.1
2022,30-10-22,1869,Spanish Primera Division,Real Madrid,Girona FC,86.59,60.8,0.7907,0.0685,0.1407,2.73,0.69,75.2,39.4,1,1,2.85,2.17,2.57,0.66,1.05,1.05
2022,02-11-22,1818,UEFA Champions League,Real Madrid,Celtic,85.75,72.58,0.6543,0.1561,0.1896,2.2,0.98,25.4,0,5,1,4.26,2.19,2.42,0.84,5.24,1.05
2022,07-11-22,1869,Spanish Primera Division,Rayo Vallecano,Real Madrid,66.73,86.54,0.1822,0.6033,0.2145,1.11,2.17,30.4,68,3,2,1.55,2.4,1.06,1.33,3.15,2.1
2022,10-11-22,1869,Spanish Primera Division,Real Madrid,Cadiz,85.68,54.84,0.8232,0.0525,0.1242,2.84,0.6,65.8,45.1,2,1,1.67,1.39,1.79,0.53,2.1,1.05
2022,30-12-22,1869,Spanish Primera Division,Real Valladolid,Real Madrid,57.16,84.81,0.1444,0.6651,0.1905,1.04,2.41,34.8,53.5,0,2,0.55,2.42,0.9,2.53,0,1.29
2022,07-01-23,1869,Spanish Primera Division,Villarreal,Real Madrid,73.39,85.27,0.2663,0.4864,0.2472,1.27,1.8,55.9,75.8,2,1,2.52,2.11,1.87,1.76,2.1,1.05
2022,22-01-23,1869,Spanish Primera Division,Athletic Bilbao,Real Madrid,75.43,84.37,0.3012,0.4439,0.255,1.34,1.68,46,60.9,0,2,1.2,0.98,1.7,1.03,0,1.58
2022,29-01-23,1869,Spanish Primera Division,Real Madrid,Real Sociedad,84.42,76.32,0.5944,0.1768,0.2287,1.97,0.97,78.9,55.4,0,0,1.4,0.4,2.85,0.63,0,0
2022,02-02-23,1869,Spanish Primera Division,Real Madrid,Valencia,84.66,68.84,0.6978,0.1163,0.1859,2.35,0.85,59.7,14.9,2,0,2.33,0.23,2.07,0.52,2.1,0
2022,05-02-23,1869,Spanish Primera Division,Mallorca,Real Madrid,64.63,85.14,0.164,0.6016,0.2345,0.87,1.89,11.2,62.8,1,0,0.25,1.61,0.28,1.78,1.05,0
2022,15-02-23,1869,Spanish Primera Division,Real Madrid,Elche,85.12,52.96,0.8218,0.0521,0.1261,2.8,0.58,33.9,13.8,4,0,3.73,0.6,4.11,0.77,3.94,0
2022,18-02-23,1869,Spanish Primera Division,Osasuna,Real Madrid,67.91,85.74,0.2006,0.5525,0.2469,0.98,1.79,17.4,44.9,0,2,0.53,1.8,1.15,1.02,0,1.58
2022,21-02-23,1818,UEFA Champions League,Liverpool,Real Madrid,82.95,86.01,0.4112,0.3547,0.2341,1.62,1.49,100,100,2,5,2.53,1.63,1.67,1.34,2.1,5.25
2022,25-02-23,1869,Spanish Primera Division,Real Madrid,Atletico Madrid,86.29,76.62,0.5942,0.1797,0.2261,2.01,1.01,53.5,54.6,1,1,1.59,0.3,2.31,1.51,0.84,1.05
2022,05-03-23,1869,Spanish Primera Division,Real Betis,Real Madrid,70.47,86.11,0.2526,0.508,0.2394,1.28,1.9,64.5,56.8,0,0,0.63,1.3,0.84,2.73,0,0
2022,11-03-23,1869,Spanish Primera Division,Real Madrid,Espanyol,86.55,61.76,0.7602,0.0787,0.1611,2.48,0.67,42.9,33.6,3,1,1.64,1.18,1.63,0.8,2.63,1.05
2022,15-03-23,1818,UEFA Champions League,Real Madrid,Liverpool,85.96,84.59,0.4746,0.2929,0.2326,1.72,1.31,100,100,1,0,2.24,0.43,1.59,1.91,1.05,0
2022,19-03-23,1869,Spanish Primera Division,Barcelona,Real Madrid,85.9,86.23,0.4356,0.306,0.2584,1.63,1.33,100,100,2,1,1.68,0.52,1.79,1.17,2.1,1.05
2022,02-04-23,1869,Spanish Primera Division,Real Madrid,Real Valladolid,85.8,53.12,0.7875,0.0658,0.1467,2.59,0.62,10.2,49.3,6,0,4.4,0.71,3.29,0.8,5.72,0
2022,08-04-23,1869,Spanish Primera Division,Real Madrid,Villarreal,86.72,72.21,0.6078,0.1731,0.2191,2.09,1.02,15.6,69.6,2,3,2.33,1.41,2.63,1.98,2.1,3.15
2022,12-04-23,1818,UEFA Champions League,Real Madrid,Chelsea,85.83,80.79,0.5342,0.216,0.2498,1.57,0.9,100,100,2,0,2.34,1.03,2.2,0.49,1.89,0
2022,15-04-23,1869,Spanish Primera Division,Cadiz,Real Madrid,59.41,86.43,0.168,0.618,0.214,1.02,2.14,36.2,10.1,0,2,0.68,4.3,0.81,5.62,0,1.96
2022,18-04-23,1818,UEFA Champions League,Chelsea,Real Madrid,78.79,87.76,0.3098,0.4298,0.2604,1.15,1.4,100,100,0,2,1.92,2.07,1.66,1.88,0,2.1
2022,22-04-23,1869,Spanish Primera Division,Real Madrid,Celta Vigo,88,73.31,0.6789,0.1259,0.1953,2.26,0.86,17.2,1.4,2,0,1.65,1.04,3.03,1.16,2.1,0
2022,25-04-23,1869,Spanish Primera Division,Girona FC,Real Madrid,66.71,88.1,0.1821,0.6071,0.2108,1.14,2.22,0.7,11.6,4,2,2.31,1.77,0.79,2.39,4.2,2.1
2022,29-04-23,1869,Spanish Primera Division,Real Madrid,Almeria,86.92,55.05,0.8054,0.0694,0.1253,3.08,0.84,5.1,34,4,2,2.75,1.19,3.13,0.68,4.2,2.1
2022,02-05-23,1869,Spanish Primera Division,Real Sociedad,Real Madrid,72.88,86.57,0.3055,0.435,0.2595,1.32,1.62,73.1,1.9,2,0,1.83,0.97,1.2,0.83,1.58,0
2022,09-05-23,1818,UEFA Champions League,Real Madrid,Manchester City,85.81,92.53,0.331,0.4347,0.2343,1.42,1.66,100,100,1,1,0.77,0.55,1.89,1.2,1.05,1.05
2022,13-05-23,1869,Spanish Primera Division,Real Madrid,Getafe,86.09,63.69,0.697,0.1108,0.1922,2.24,0.76,0.2,53.9,1,0,0.92,0.62,1.3,0.74,1.05,0
2022,17-05-23,1818,UEFA Champions League,Manchester City,Real Madrid,92.13,85.85,0.5722,0.2071,0.2207,1.87,1.04,100,100,4,0,3.22,0.39,2.93,1.06,4.2,0
2022,21-05-23,1869,Spanish Primera Division,Valencia,Real Madrid,66.88,84.65,0.2465,0.5127,0.2408,1.24,1.88,26.9,0,1,0,1.52,2.05,1.27,2.86,1.05,0
2022,24-05-23,1869,Spanish Primera Division,Real Madrid,Rayo Vallecano,84.49,63.74,0.5465,0.2233,0.2302,2.01,1.22,0,0,2,1,1.47,0.52,3.05,0.87,2.1,1.05
2022,27-05-23,1869,Spanish Primera Division,Sevilla FC,Real Madrid,71.06,85,0.3173,0.432,0.2507,1.43,1.71,0,0,1,2,1.24,0.89,1.18,1.12,1.05,2.1
2022,04-06-23,1869,Spanish Primera Division,Real Madrid,Athletic Bilbao,85.07,74.01,0.4872,0.2574,0.2554,1.71,1.18,0,0,1,1,1.68,2.25,1.48,1.76,1.05,1.05
