season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
2018,05-03-19,1818,UEFA Champions League,Real Madrid,Ajax,86.99,84.44,0.4909,0.3081,0.201,2.26,1.78,100,100,1,4,2.36,1.96,2.74,1.51,1.05,4.2
2018,10-03-19,1869,Spanish Primera Division,Real Valladolid,Real Madrid,65.09,86.59,0.2319,0.5389,0.2292,1.15,1.87,59.9,18.1,1,4,2.02,2.66,1.19,1.8,1.05,3.81
2018,16-03-19,1869,Spanish Primera Division,Real Madrid,Celta Vigo,86.56,65.84,0.7579,0.0935,0.1486,2.67,0.84,13.1,59,2,0,3.29,0.42,3.22,0.18,1.93,0
2018,31-03-19,1869,Spanish Primera Division,Real Madrid,SD Huesca,87.26,69.17,0.7411,0.0992,0.1598,2.5,0.81,6.7,47.2,3,2,4.35,1.37,3.81,1.59,3.15,2.1
2018,03-04-19,1869,Spanish Primera Division,Valencia,Real Madrid,82.32,86.99,0.4385,0.3188,0.2428,1.66,1.38,73.9,2,2,1,1.77,0.95,1.54,2.09,1.77,1.05
2018,06-04-19,1869,Spanish Primera Division,Real Madrid,Eibar,86.77,79.43,0.6094,0.1895,0.201,2.22,1.16,3.2,2.8,2,1,1.61,0.66,2.3,0.91,2.1,1.05
2018,15-04-19,1869,Spanish Primera Division,Leganes,Real Madrid,77.2,86.9,0.3043,0.4418,0.2538,1.24,1.55,1.3,1,1,1,0.57,1.2,0.68,0.87,1.05,1.05
2018,21-04-19,1869,Spanish Primera Division,Real Madrid,Athletic Bilbao,87.11,78.02,0.6261,0.1626,0.2113,2.02,0.92,1.6,16.9,3,0,2.3,0.63,2.51,1.07,2.48,0
2018,25-04-19,1869,Spanish Primera Division,Getafe,Real Madrid,79.93,87.6,0.4164,0.3278,0.2557,1.5,1.3,100,0.1,0,0,0.55,1.6,1.22,1.31,0,0
2018,28-04-19,1869,Spanish Primera Division,Rayo Vallecano,Real Madrid,64.31,88,0.201,0.5933,0.2058,1.19,2.17,17.6,0,1,0,1.33,0.58,0.73,0.96,1.05,0
2018,05-05-19,1869,Spanish Primera Division,Real Madrid,Villarreal,87.46,74.43,0.6672,0.1447,0.1881,2.29,0.97,0,5.1,3,2,2.6,0.8,1.93,0.98,3.15,2.1
2018,12-05-19,1869,Spanish Primera Division,Real Sociedad,Real Madrid,75.43,87.28,0.3367,0.4181,0.2453,1.41,1.6,0,0,3,1,2.7,1.05,1.86,1,2.73,1.05
2018,19-05-19,1869,Spanish Primera Division,Real Madrid,Real Betis,85.91,72.45,0.529,0.2451,0.2259,1.92,1.24,0,0,0,2,0.94,1.61,1.18,0.92,0,1.98
2019,17-08-19,1869,Spanish Primera Division,Celta Vigo,Real Madrid,67.73,85.18,0.2333,0.5457,0.2211,1.28,2.05,24.9,55.7,1,3,1.63,1.79,1.38,2.33,0.84,2.9
2019,24-08-19,1869,Spanish Primera Division,Real Madrid,Real Valladolid,85.4,65.21,0.7907,0.0624,0.1469,2.47,0.55,57.4,29,1,1,2.3,1.21,3.89,0.33,1.05,1.05
2019,01-09-19,1869,Spanish Primera Division,Villarreal,Real Madrid,70.22,85.27,0.2602,0.5171,0.2226,1.4,2.03,27.7,53.3,2,2,1.94,2.11,0.58,2.48,2.1,2.1
2019,14-09-19,1869,Spanish Primera Division,Real Madrid,Levante,85.31,65.58,0.786,0.0751,0.1389,2.74,0.75,63.2,21.9,3,2,3.19,1.95,3.77,1.19,3.15,2.1
2019,18-09-19,1818,UEFA Champions League,Paris Saint-Germain,Real Madrid,88.65,84.88,0.5635,0.225,0.2115,2.03,1.22,39.2,42.8,3,0,1.9,0.78,2.14,1.51,2.63,0
2019,22-09-19,1869,Spanish Primera Division,Sevilla FC,Real Madrid,79.47,84.52,0.379,0.375,0.2461,1.57,1.56,62.6,68.3,0,1,0.47,1.45,0.95,1.76,0,1.05
2019,25-09-19,1869,Spanish Primera Division,Real Madrid,Osasuna,85.4,68.99,0.7286,0.0946,0.1769,2.27,0.68,65.6,24.1,2,0,1.81,0.16,0.72,0.72,2.05,0
2019,28-09-19,1869,Spanish Primera Division,Atletico Madrid,Real Madrid,83.92,85.55,0.4176,0.3264,0.256,1.55,1.34,65,78.1,0,0,0.79,0.38,1.03,0.65,0,0
2019,01-10-19,1818,UEFA Champions League,Real Madrid,Club Brugge,85.76,70.62,0.7005,0.109,0.1905,2.05,0.66,94.6,83.5,2,2,2.28,1.45,4.73,1.09,1.89,2.1
2019,05-10-19,1869,Spanish Primera Division,Real Madrid,Granada,85.83,69.13,0.7125,0.1021,0.1854,2.2,0.69,58.6,38.6,4,2,3,1.6,1.35,0.88,3.68,2.1
2019,19-10-19,1869,Spanish Primera Division,Mallorca,Real Madrid,62.37,85.25,0.1937,0.587,0.2194,1.08,2.03,44.8,54.5,1,0,0.2,0.58,0.75,2.2,1.05,0
2019,22-10-19,1818,UEFA Champions League,Galatasaray,Real Madrid,64.09,85.22,0.2216,0.5448,0.2336,1.03,1.75,60.6,82,0,1,0.97,2.24,1.61,2.78,0,1.05
2019,30-10-19,1869,Spanish Primera Division,Real Madrid,Leganes,85.53,68.09,0.7181,0.0915,0.1903,2.09,0.59,56.3,42.9,5,0,4.6,0.21,3.5,0.89,4.73,0
2019,02-11-19,1869,Spanish Primera Division,Real Madrid,Real Betis,86.94,67.46,0.797,0.0664,0.1367,2.69,0.66,71.6,25.7,0,0,2.85,0.52,2.47,0.41,0,0
2019,06-11-19,1818,UEFA Champions League,Real Madrid,Galatasaray,87.12,63.35,0.8065,0.0494,0.1441,2.29,0.4,86.2,55.1,6,0,3.51,0.65,2.73,0.47,5.5,0
2019,09-11-19,1869,Spanish Primera Division,Eibar,Real Madrid,72.23,88.02,0.2119,0.5585,0.2297,1.1,1.92,21.6,72.5,0,4,0.96,2.72,1.17,2.13,0,4.2
2019,23-11-19,1869,Spanish Primera Division,Real Madrid,Real Sociedad,88.98,76.14,0.687,0.1253,0.1877,2.27,0.86,82.7,64.1,3,1,1.74,1.83,3.02,0.79,3.06,1.05
2019,26-11-19,1818,UEFA Champions League,Real Madrid,Paris Saint-Germain,88.88,89.49,0.4681,0.3055,0.2265,1.81,1.43,4.2,5,2,2,4.14,2.83,2.52,1,1.87,2.1
2019,30-11-19,1869,Spanish Primera Division,Alavés,Real Madrid,66.86,89.14,0.1583,0.6446,0.1971,1.03,2.26,26.3,72.2,1,2,1.17,2.39,1.21,1.59,1.05,2.1
2019,07-12-19,1869,Spanish Primera Division,Real Madrid,Espanyol,89.06,68.29,0.8025,0.0645,0.1329,2.74,0.66,59.2,47.5,2,0,2.37,0.3,1.91,0.73,1.87,0
2019,11-12-19,1818,UEFA Champions League,Club Brugge,Real Madrid,71.63,89.22,0.2532,0.5062,0.2407,1.11,1.67,2.4,4.2,1,3,1.08,1.39,1.24,1.72,1.05,2.63
2019,15-12-19,1869,Spanish Primera Division,Valencia,Real Madrid,72.85,89.34,0.2175,0.5775,0.205,1.35,2.28,40.1,79.2,1,1,2.2,1.9,0.93,2.4,1.05,1.05
2019,18-12-19,1869,Spanish Primera Division,Barcelona,Real Madrid,88.97,89.2,0.4722,0.3114,0.2165,2.11,1.7,100,100,0,0,0.97,1.01,2.13,1.8,0,0
2019,22-12-19,1869,Spanish Primera Division,Real Madrid,Athletic Bilbao,89.45,74.05,0.7549,0.073,0.1721,2.21,0.53,83.4,29.1,0,0,2.59,0.42,3.49,0.42,0,0
2019,04-01-20,1869,Spanish Primera Division,Getafe,Real Madrid,79.09,89.75,0.257,0.4726,0.2704,1.02,1.48,49.5,77.3,0,3,1.5,2.18,1.24,1.01,0,2.63
2019,18-01-20,1869,Spanish Primera Division,Real Madrid,Sevilla FC,90.13,80.49,0.6562,0.1387,0.2052,2.09,0.84,88,66.2,2,1,0.92,0.47,1.3,0.82,2.1,1.05
2019,26-01-20,1869,Spanish Primera Division,Real Valladolid,Real Madrid,61.19,89.94,0.1152,0.6981,0.1868,0.79,2.24,40.7,84.2,0,1,0.24,0.55,0.41,1.42,0,1.05
2019,01-02-20,1869,Spanish Primera Division,Real Madrid,Atletico Madrid,90.22,85.5,0.5762,0.1788,0.245,1.72,0.84,87.3,74.2,1,0,1.38,0.44,1.11,0.08,1.05,0
2019,09-02-20,1869,Spanish Primera Division,Osasuna,Real Madrid,71.2,90.5,0.1677,0.6155,0.2169,0.94,2.01,5.5,73.3,1,4,0.73,2.92,0.84,1.95,1.05,3.31
2019,16-02-20,1869,Spanish Primera Division,Real Madrid,Celta Vigo,90.98,69.15,0.8255,0.0446,0.13,2.55,0.44,76.6,48.9,2,2,2.24,1.1,3.27,0.81,2.1,2.1
2019,22-02-20,1869,Spanish Primera Division,Levante,Real Madrid,62.88,90.37,0.1172,0.7166,0.1662,0.96,2.58,15.6,93.3,1,0,0.7,2.12,1.01,2.56,1.05,0
2019,26-02-20,1818,UEFA Champions League,Real Madrid,Manchester City,90.26,94.85,0.3743,0.387,0.2387,1.51,1.54,100,100,1,2,1.44,3.21,1.13,1.37,1.05,2.1
2019,01-03-20,1869,Spanish Primera Division,Real Madrid,Barcelona,89.82,90.25,0.4557,0.3128,0.2315,1.87,1.53,100,100,2,0,1.01,1.6,2.99,1.96,1.58,0
2019,08-03-20,1869,Spanish Primera Division,Real Betis,Real Madrid,72.5,90,0.1746,0.6122,0.2131,1.01,2.08,8.1,96.7,2,1,1.42,1.64,1.2,1.63,2.1,1.05
2019,14-06-20,1869,Spanish Primera Division,Real Madrid,Eibar,89.49,68.56,0.8216,0.0421,0.1363,2.42,0.38,90,38.2,3,1,1.02,0.57,0.85,0.56,3.15,1.05
2019,18-06-20,1869,Spanish Primera Division,Real Madrid,Valencia,89.11,68.86,0.8074,0.0598,0.1328,2.68,0.6,84.5,26.3,3,0,2.26,0.19,3.89,0.12,2.64,0
2019,21-06-20,1869,Spanish Primera Division,Real Sociedad,Real Madrid,75.02,89.89,0.2209,0.5453,0.2338,1.11,1.87,59.4,100,1,2,0.48,1.31,1.28,0.74,1.05,2.1
2019,24-06-20,1869,Spanish Primera Division,Real Madrid,Mallorca,89.93,60.4,0.8438,0.0393,0.1169,2.7,0.44,100,50.6,2,0,1.3,0.56,1.21,1.14,2.1,0
2019,28-06-20,1869,Spanish Primera Division,Espanyol,Real Madrid,68.18,89.66,0.1172,0.6855,0.1973,0.74,2.11,28.4,100,0,1,1.12,2.39,0.87,1.16,0,1.05
2019,02-07-20,1869,Spanish Primera Division,Real Madrid,Getafe,89.69,79.07,0.6125,0.1386,0.249,1.65,0.63,100,60.7,1,0,2.12,0.47,0.76,0.66,1.05,0
2019,05-07-20,1869,Spanish Primera Division,Athletic Bilbao,Real Madrid,71.8,89.88,0.1183,0.6683,0.2134,0.67,1.93,3.5,100,0,1,0.27,2.71,0.81,1.49,0,1.05
2019,10-07-20,1869,Spanish Primera Division,Real Madrid,Alavés,90.36,63.17,0.8389,0.0309,0.1302,2.39,0.29,100,34.9,2,0,2.13,1.22,2.32,0.52,2.1,0
2019,13-07-20,1869,Spanish Primera Division,Granada,Real Madrid,71.37,90.29,0.1103,0.6813,0.2084,0.64,1.96,0,100,1,2,1.3,0.46,1.21,0.57,1.05,2.1
2019,16-07-20,1869,Spanish Primera Division,Real Madrid,Villarreal,89.63,74.86,0.7024,0.1104,0.1872,2.21,0.75,99,0,2,1,1.69,1.39,1.44,0.54,1.93,1.05
2019,19-07-20,1869,Spanish Primera Division,Leganes,Real Madrid,72.53,89.44,0.2534,0.4541,0.2925,0.9,1.31,100,0,2,2,1.39,1.07,1.32,1.78,2.1,2.1
2019,07-08-20,1818,UEFA Champions League,Manchester City,Real Madrid,95.57,88.5,0.6106,0.1782,0.2112,1.98,0.97,100,100,2,1,1.97,0.74,2.16,1.26,2.1,1.05
2020,20-09-20,1869,Spanish Primera Division,Real Sociedad,Real Madrid,76.22,89.05,0.2389,0.5092,0.2519,1.06,1.67,46.9,67.6,0,0,0.68,0.81,0.71,1.27,0,0
2020,26-09-20,1869,Spanish Primera Division,Real Betis,Real Madrid,72.8,89.2,0.2153,0.5415,0.2432,1.02,1.76,44.4,57.7,2,3,1.3,4.12,1.17,1.79,2.1,2.94
2020,30-09-20,1869,Spanish Primera Division,Real Madrid,Real Valladolid,89.28,65.2,0.8075,0.0434,0.1491,2.27,0.35,55,34,1,0,2.41,0.67,2.17,0.58,1.05,0
2020,04-10-20,1869,Spanish Primera Division,Levante,Real Madrid,67.57,89.26,0.1841,0.5987,0.2172,1.04,2.04,,,0,2,0.83,1.91,1.27,2.88,0,1.58
2020,17-10-20,1869,Spanish Primera Division,Real Madrid,Cadiz,89.6,64.73,0.8234,0.0398,0.1368,2.39,0.36,67.1,29.4,0,1,1.02,1.99,1.91,1.32,0,1.05
2020,21-10-20,1818,UEFA Champions League,Real Madrid,Shakhtar Donetsk,88.07,75.09,0.6405,0.1567,0.2028,2.04,0.9,74.1,77.8,2,3,1.11,1.48,2.13,0.49,2.1,3.15
2020,24-10-20,1869,Spanish Primera Division,Barcelona,Real Madrid,89.66,87.52,0.4917,0.2737,0.2346,1.86,1.34,100,98,1,3,1.91,3.17,1.57,1.78,1.05,2.63
2020,27-10-20,1818,UEFA Champions League,Borussia Monchengladbach,Real Madrid,76.9,88.39,0.2954,0.4651,0.2395,1.28,1.66,81.1,82.9,2,2,1.35,2.77,0.94,2.44,2.1,2.1
2020,31-10-20,1869,Spanish Primera Division,Real Madrid,SD Huesca,88.57,64.44,0.8166,0.0463,0.1371,2.46,0.42,78.9,39.4,4,1,2.69,1.11,2.72,0.64,3.68,1.05
2020,03-11-20,1818,UEFA Champions League,Real Madrid,Internazionale,88.53,85.16,0.514,0.2583,0.2278,1.82,1.23,96.1,91.5,3,2,1.03,0.78,1.66,0.93,3.15,2.1
2020,08-11-20,1869,Spanish Primera Division,Valencia,Real Madrid,64.69,88.57,0.1489,0.6545,0.1966,0.97,2.24,30.3,62.1,4,1,2.39,1.15,0.51,2.54,4.2,1.05
2020,21-11-20,1869,Spanish Primera Division,Villarreal,Real Madrid,79.18,87.01,0.328,0.4299,0.2422,1.47,1.71,67.6,62.1,1,1,2.01,0.58,1.15,0.87,1.05,1.05
2020,25-11-20,1818,UEFA Champions League,Internazionale,Real Madrid,84.1,86.6,0.424,0.342,0.234,1.66,1.47,100,100,0,2,0.23,2.33,0.88,1.95,0,1.89
2020,28-11-20,1869,Spanish Primera Division,Real Madrid,Alavés,87.59,62.65,0.809,0.0508,0.1401,2.46,0.46,59.5,37.4,1,2,1.87,2.24,2.11,1.45,1.05,2.1
2020,01-12-20,1818,UEFA Champions League,Shakhtar Donetsk,Real Madrid,71.36,85.78,0.2836,0.491,0.2255,1.36,1.84,77.6,76.4,2,0,1.44,1.35,0.49,1.31,1.79,0
2020,05-12-20,1869,Spanish Primera Division,Sevilla FC,Real Madrid,79.56,85.32,0.3453,0.3964,0.2583,1.37,1.49,64.9,64.9,0,1,0.72,1.47,1.85,0.79,0,1.05
2020,09-12-20,1818,UEFA Champions League,Real Madrid,Borussia Monchengladbach,85.56,77.42,0.5686,0.2199,0.2115,2.03,1.19,100,100,2,0,2.92,0.74,2.6,0.67,2.1,0
2020,12-12-20,1869,Spanish Primera Division,Real Madrid,Atletico Madrid,86.24,87.37,0.4053,0.323,0.2717,1.39,1.21,71.5,97.9,2,0,0.54,0.84,1.11,0.82,2.1,0
2020,15-12-20,1869,Spanish Primera Division,Real Madrid,Athletic Bilbao,86.62,71.64,0.6828,0.114,0.2032,2.03,0.69,59.6,18.2,3,1,2.61,0.82,2.59,0.82,2.1,1.05
2020,20-12-20,1869,Spanish Primera Division,Eibar,Real Madrid,70.63,86.73,0.1906,0.5597,0.2497,0.87,1.69,25.9,68.1,1,3,0.79,1.91,0.57,1.72,1.05,2.63
2020,23-12-20,1869,Spanish Primera Division,Real Madrid,Granada,87.15,65.98,0.7835,0.0625,0.154,2.37,0.51,69.1,15.9,2,0,2.1,0.87,1.77,0.64,1.58,0
2020,30-12-20,1869,Spanish Primera Division,Elche,Real Madrid,57.43,87.16,0.118,0.6877,0.1943,0.76,2.15,52,74.6,1,1,1.04,1.61,0.41,2.75,1.05,1.05
2020,02-01-21,1869,Spanish Primera Division,Real Madrid,Celta Vigo,87,75.35,0.642,0.1494,0.2086,2.08,0.89,69.4,29,2,0,1.13,0.76,1.22,0.88,2.1,0
2020,09-01-21,1869,Spanish Primera Division,Osasuna,Real Madrid,66.24,87.12,0.1774,0.5942,0.2285,0.93,1.89,44.6,67.2,0,0,0.74,0.41,1.07,2.11,0,0
2020,23-01-21,1869,Spanish Primera Division,Alavés,Real Madrid,65.22,87.05,0.1809,0.5824,0.2368,0.89,1.81,42,47.7,1,4,0.91,1.62,1.31,1.21,1.05,4.2
2020,30-01-21,1869,Spanish Primera Division,Real Madrid,Levante,87.1,67.55,0.7178,0.1055,0.1767,2.34,0.77,48.3,12.5,1,2,1.23,1.82,1.83,1.64,1.05,1.68
2020,06-02-21,1869,Spanish Primera Division,SD Huesca,Real Madrid,62.76,85.82,0.1848,0.5771,0.2382,0.91,1.8,53.9,42.2,1,2,1.01,2.94,0.8,2.67,1.05,2.1
2020,09-02-21,1869,Spanish Primera Division,Real Madrid,Getafe,86.1,69.69,0.6846,0.0998,0.2156,1.86,0.55,40.7,16.8,2,0,1.86,0.13,1.58,0.41,2.1,0
2020,14-02-21,1869,Spanish Primera Division,Real Madrid,Valencia,86.62,66.39,0.711,0.1066,0.1824,2.26,0.75,35.4,17.2,2,0,0.98,0.09,1.47,0.2,2.1,0
2020,20-02-21,1869,Spanish Primera Division,Real Valladolid,Real Madrid,59.22,87.01,0.1491,0.6332,0.2177,0.83,1.96,60.6,55.3,0,1,0.9,1.2,0.72,1.46,0,1.05
2020,24-02-21,1818,UEFA Champions League,Atalanta,Real Madrid,82.85,87.03,0.3674,0.3807,0.2519,1.38,1.41,62.9,95.7,0,1,0.19,1.38,0.66,2.01,0,0.84
2020,01-03-21,1869,Spanish Primera Division,Real Madrid,Real Sociedad,87.76,83.73,0.4908,0.2438,0.2654,1.54,1,61.5,69.4,1,1,2.2,1.13,1.95,0.92,1.05,1.05
2020,07-03-21,1869,Spanish Primera Division,Atletico Madrid,Real Madrid,84.47,87.82,0.3826,0.3367,0.2807,1.29,1.19,100,89.8,1,1,1.91,2.18,1.21,1.48,1.05,1.05
2020,13-03-21,1869,Spanish Primera Division,Real Madrid,Elche,87.93,55.88,0.8241,0.041,0.1349,2.43,0.38,41,61,2,1,1.88,0.42,2.49,0.81,2.1,1.05
2020,16-03-21,1818,UEFA Champions League,Real Madrid,Atalanta,87.43,83.11,0.5179,0.2382,0.2439,1.64,1.03,100,100,3,1,2.81,1.44,1.47,1.53,3.15,1.05
2020,20-03-21,1869,Spanish Primera Division,Celta Vigo,Real Madrid,72.79,87.65,0.2068,0.5515,0.2417,0.99,1.77,1,53.1,1,3,0.86,2.3,1.6,1.62,1.05,2.63
2020,03-04-21,1869,Spanish Primera Division,Real Madrid,Eibar,87.82,69.53,0.6672,0.1207,0.2122,1.95,0.69,42.7,62,2,0,1.85,0.34,2.37,1.05,2.04,0
2020,06-04-21,1818,UEFA Champions League,Real Madrid,Liverpool,88.06,89.29,0.4287,0.3141,0.2572,1.45,1.2,100,100,3,1,1.99,0.91,1.03,1.08,3.15,1.05
2020,10-04-21,1869,Spanish Primera Division,Real Madrid,Barcelona,88.46,92.14,0.3562,0.414,0.2298,1.69,1.83,100,100,2,1,1.68,1.78,2.01,4.24,2.1,1.05
2020,14-04-21,1818,UEFA Champions League,Liverpool,Real Madrid,88.83,88.3,0.4632,0.287,0.2498,1.55,1.17,100,100,0,0,1.35,0.81,3.36,0.92,0,0
2020,18-04-21,1869,Spanish Primera Division,Getafe,Real Madrid,69.21,88.01,0.1443,0.6067,0.249,0.66,1.65,37.5,100,0,0,2.42,0.64,2.38,1.34,0,0
2020,21-04-21,1869,Spanish Primera Division,Cadiz,Real Madrid,60.16,86.54,0.1133,0.6852,0.2015,0.69,2.05,1.5,69.1,0,3,1.33,3.5,1.03,2.98,0,3.15
2020,24-04-21,1869,Spanish Primera Division,Real Madrid,Real Betis,87.16,75.47,0.6725,0.1245,0.203,2.07,0.76,72.2,0,0,0,1.16,0.91,1.97,0.73,0,0
2020,27-04-21,1818,UEFA Champions League,Real Madrid,Chelsea,87.03,88.08,0.4416,0.2804,0.278,1.31,0.98,100,100,1,1,0.7,1.52,1.45,1.4,1.05,1.05
2020,01-05-21,1869,Spanish Primera Division,Real Madrid,Osasuna,86.65,71.64,0.7183,0.0867,0.195,2.02,0.54,82.4,0,2,0,1.98,0.08,2.55,0.16,1.85,0
2020,05-05-21,1818,UEFA Champions League,Chelsea,Real Madrid,88.45,87.45,0.4505,0.2711,0.2783,1.31,0.95,100,100,2,0,3.65,0.45,1.69,0.61,2.1,0
2020,09-05-21,1869,Spanish Primera Division,Real Madrid,Sevilla FC,86.28,82.96,0.5791,0.1811,0.2398,1.78,0.88,100,6.4,2,2,1.18,1.11,2.48,0.78,2.1,2.1
2020,13-05-21,1869,Spanish Primera Division,Granada,Real Madrid,64.87,86.24,0.1319,0.6609,0.2073,0.78,2.04,0,97.4,1,4,1.8,1.24,1.06,1.12,1.05,3.93
2020,16-05-21,1869,Spanish Primera Division,Athletic Bilbao,Real Madrid,75.01,85.97,0.2036,0.5482,0.2482,0.94,1.71,0,100,0,1,0.81,1.13,0.9,1.56,0,1.05
2020,22-05-21,1869,Spanish Primera Division,Real Madrid,Villarreal,86.39,79.34,0.6307,0.1559,0.2134,2.03,0.9,100,0,2,1,0.96,0.75,1.75,0.73,2.1,1.05
2021,14-08-21,1869,Spanish Primera Division,Alavés,Real Madrid,63.98,86.82,0.1632,0.6149,0.2219,0.92,2,26.1,50.8,1,4,1.44,2.23,0.67,2.52,1.05,3.68
2021,22-08-21,1869,Spanish Primera Division,Levante,Real Madrid,63.45,87.05,0.1587,0.6284,0.2129,0.96,2.11,26.2,50.7,3,3,1.3,2.35,0.76,1.94,3.15,3.15
2021,28-08-21,1869,Spanish Primera Division,Real Betis,Real Madrid,72.62,86.4,0.244,0.5111,0.2449,1.18,1.8,35.8,50.4,0,1,0.51,1.11,1.34,1.67,0,1.05
2021,12-09-21,1869,Spanish Primera Division,Real Madrid,Celta Vigo,86.66,67.62,0.7205,0.102,0.1775,2.37,0.77,62,19.5,5,2,3.03,2.39,2.04,1.8,4.78,2.1
2021,15-09-21,1818,UEFA Champions League,Internazionale,Real Madrid,82.13,85.82,0.393,0.3639,0.2431,1.49,1.43,32.4,27.5,0,1,2.24,1,1.63,2.33,0,1.05
2021,19-09-21,1869,Spanish Primera Division,Valencia,Real Madrid,69.88,85.96,0.2247,0.5456,0.2297,1.21,1.99,41.4,60.3,1,2,0.78,1.27,1.03,2.19,1.05,2.1
2021,22-09-21,1869,Spanish Primera Division,Real Madrid,Mallorca,86.13,61.89,0.7738,0.0669,0.1593,2.39,0.55,69.4,26.1,6,1,2.19,1.15,3,0.95,5.74,1.05
2021,25-09-21,1869,Spanish Primera Division,Real Madrid,Villarreal,86.15,76.65,0.6017,0.1807,0.2176,2.09,1.06,70.8,50.8,0,0,1.01,0.76,1.85,0.8,0,0
2021,28-09-21,1818,UEFA Champions League,Real Madrid,FC Sheriff Tiraspol,86.01,45.77,0.8462,0.0241,0.1297,2.23,0.2,27.9,53.8,1,2,3.11,0.31,3.58,0.47,1.05,2.1
2021,03-10-21,1869,Spanish Primera Division,Espanyol,Real Madrid,63.33,85.87,0.1527,0.6349,0.2124,0.92,2.1,28,70,2,1,1.38,1.57,1.02,2.59,2.1,1.05
2021,19-10-21,1818,UEFA Champions League,Shakhtar Donetsk,Real Madrid,65.94,85.05,0.2255,0.5504,0.2241,1.1,1.84,60,55.7,0,5,0.45,2.2,0.82,2.73,0,4.73
2021,24-10-21,1869,Spanish Primera Division,Barcelona,Real Madrid,84.91,86.22,0.4016,0.3621,0.2363,1.8,1.7,75.5,97.8,1,2,1.77,1.66,2.53,1.31,1.05,1.58
2021,27-10-21,1869,Spanish Primera Division,Real Madrid,Osasuna,86.13,68.63,0.7203,0.1001,0.1796,2.33,0.74,77.9,27.3,0,0,0.66,0.76,2.23,0.58,0,0
2021,30-10-21,1869,Spanish Primera Division,Elche,Real Madrid,59.52,85.74,0.1304,0.6634,0.2063,0.81,2.11,39.3,74.4,1,2,1.27,1.41,1.43,1.98,1.05,1.85
2021,03-11-21,1818,UEFA Champions League,Real Madrid,Shakhtar Donetsk,85.03,64.32,0.7034,0.1163,0.1804,2.19,0.76,28.7,27.3,2,1,1.81,1.14,3.1,1.5,2.1,1.05
2021,06-11-21,1869,Spanish Primera Division,Real Madrid,Rayo Vallecano,84.85,67.78,0.7098,0.1056,0.1847,2.29,0.75,85.1,34.1,2,1,2.55,1.76,2.42,1.44,2.1,1.05
2021,21-11-21,1869,Spanish Primera Division,Granada,Real Madrid,61,84.21,0.1536,0.6429,0.2034,0.99,2.22,37.3,82.6,1,4,0.48,3.54,0.6,3.22,1.05,3.88
2021,24-11-21,1818,UEFA Champions League,FC Sheriff Tiraspol,Real Madrid,45.86,85.14,0.0828,0.741,0.1762,0.54,2.09,95.1,82.4,0,3,1.24,1.41,0.69,3.27,0,3.15
2021,28-11-21,1869,Spanish Primera Division,Real Madrid,Sevilla FC,85.53,78.83,0.5816,0.1929,0.2255,2.01,1.07,100,65.5,2,1,1.27,1.05,1.53,0.87,2.1,1.05
2021,01-12-21,1869,Spanish Primera Division,Real Madrid,Athletic Bilbao,85.38,74.81,0.6453,0.1412,0.2135,2.05,0.84,81.5,31.7,1,0,1.67,2.85,1.7,2.39,1.05,0
2021,04-12-21,1869,Spanish Primera Division,Real Sociedad,Real Madrid,78.32,84.16,0.317,0.4225,0.2605,1.33,1.57,64.2,86.3,0,2,0.68,2.04,1.34,1.48,0,2.1
2021,07-12-21,1818,UEFA Champions League,Real Madrid,Internazionale,84.96,85.55,0.4357,0.3342,0.2301,1.7,1.47,50,50,2,0,0.97,0.97,1.47,2,1.7,0
2021,12-12-21,1869,Spanish Primera Division,Real Madrid,Atletico Madrid,85.05,82.98,0.5035,0.2615,0.235,1.93,1.34,100,72.5,2,0,0.54,0.92,0.8,1.28,2.1,0
2021,19-12-21,1869,Spanish Primera Division,Real Madrid,Cadiz,85.04,52.27,0.8272,0.0509,0.1219,2.84,0.59,70.4,42.8,0,0,3.02,0.19,4.21,0.27,0,0
2021,22-12-21,1869,Spanish Primera Division,Athletic Bilbao,Real Madrid,75.99,85.38,0.272,0.466,0.262,1.17,1.6,29,56.6,1,2,1.17,0.92,1.95,1.37,1.05,2.1
2021,02-01-22,1869,Spanish Primera Division,Getafe,Real Madrid,68.1,85.08,0.1976,0.5425,0.2599,0.88,1.64,40.9,58.2,1,0,0.69,0.9,0.31,2.29,1.05,0
2021,08-01-22,1869,Spanish Primera Division,Real Madrid,Valencia,84.98,69.85,0.6705,0.136,0.1935,2.3,0.94,60.4,25.7,4,1,3.88,1.52,2.97,0.91,3.74,1.05
2021,23-01-22,1869,Spanish Primera Division,Real Madrid,Elche,85.39,61.43,0.7738,0.0692,0.157,2.44,0.59,73.1,25.9,2,2,3.9,0.62,3.22,0.4,2.1,1.95
2021,06-02-22,1869,Spanish Primera Division,Real Madrid,Granada,85.23,60.22,0.7756,0.0753,0.1491,2.62,0.7,58.7,20.2,1,0,1.56,0.41,2.73,0.61,1.05,0
2021,12-02-22,1869,Spanish Primera Division,Villarreal,Real Madrid,82.27,85.24,0.4007,0.3512,0.2481,1.66,1.54,67.1,52,0,0,0.59,2.34,1.27,1.46,0,0
